2	1.000000e-03	2.014774e-03	211730	121547814
2	1.000000e-03	1.108385e-04	211730	121547813
2	1.000000e-03	4.468542e-05	211730	121547812
2	1.000000e-03	2.343749e-02	211730	121547811
2	1.000000e-03	4.910225e-03	211730	121547810
2	1.000000e-03	1.220918e-02	211730	121547809
2	1.000000e-03	2.780817e-07	211730	121547808
2	1.000000e-03	2.573022e-03	211730	121547807
2	1.000000e-03	1.764631e-03	211730	121547806
2	1.000000e-03	4.329481e-05	211730	121547805
2	1.000000e-03	1.197332e-02	211730	121547804
2	1.000000e-03	1.357455e-08	211730	121547803
2	1.000000e-03	5.028974e-03	211730	121547802
2	1.000000e-03	9.679026e-02	211730	121547801
2	1.000000e-03	1.099100e-05	211730	121547800
2	1.000000e-03	3.667904e-04	211730	121547799
2	1.000000e-03	2.707349e-04	211730	121547798
2	1.000000e-03	1.350462e-03	211730	121547797
2	1.000000e-03	8.961499e-03	211730	121547796
2	1.000000e-03	3.148772e-04	211730	121547795
2	2.000000e-03	1.303451e-01	211729	121547794
2	2.000000e-03	2.792655e-03	211729	121547793
2	1.000000e-03	5.244018e-07	211729	121547792
2	2.000000e-03	2.142027e-02	211729	121547791
2	2.000000e-03	1.475077e-03	211729	121547790
2	1.000000e-03	9.107103e-02	211729	121547789
2	1.000000e-03	7.121668e-08	211729	121547788
2	2.000000e-03	7.492162e-04	211729	121547787
2	1.000000e-03	6.450039e-02	211729	121547783
2	1.000000e-03	2.171834e-02	211729	121547782
2	1.000000e-03	1.616508e-04	211729	121547781
2	1.000000e-03	6.791931e-02	211729	121547779
2	1.000000e-03	5.000000e-01	211729	121547773
2	2.000000e-03	2.305553e-05	211728	121547772
2	1.000000e-03	1.271774e-01	211728	121547771
2	3.000000e-03	1.769571e-02	211728	121547769
2	1.000000e-03	5.009001e-03	211728	121547764
2	1.000000e-03	1.788527e-06	211728	121547761
2	1.000000e-03	9.541440e-11	211728	121547756
2	1.000000e-03	3.955830e-04	211727	121547748
2	1.000000e-03	1.005402e-01	211727	121547747
2	3.000000e-03	2.072441e-03	211727	121547745
2	2.000000e-03	2.238752e-04	211727	121547744
2	1.000000e-03	1.069297e-04	211727	121547743
2	1.000000e-03	1.150864e-01	211727	121547742
2	4.000000e-03	1.815809e-03	211727	121547737
